,track_id,genre,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
913,2bjwRfXMk4uRgOD9IBYl9h,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078
914,0xl1w2q4VLojeXp4JfazPL,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake,0.903,0.439,8,-11.813,1,0.397,0.0407,0.0,0.138,0.532,139.112
915,5f5r2N4Lp9WoULWPH9zp2W,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake,0.856,0.572,1,-8.429,1,0.373,0.0136,1.55e-06,0.121,0.454,82.445
916,343YBumqHu19cGoGARUTsd,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007
917,2KvHC9z14GSl4YpkNMX384,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake,0.618,0.693,7,-5.943,0,0.45,0.246,0.0,0.112,0.454,170.982
918,0QTCTu0CXv4X1JEE4gNpGv,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.719,0.665,8,-8.589,1,0.0331,0.15,0.00092,0.144,0.763,96.999
919,4wOYt5nULk1Cu8pwJWk26m,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.505,0.119,7,-17.252,1,0.0425,0.893,0.0,0.198,0.371,85.953
920,4dnwtykvirYJPQOL0OgL6B,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.611,0.259,7,-12.069,1,0.0302,0.863,0.0,0.108,0.429,128.89
921,3RgR3cFZ6xh7MlB9DURK6e,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.52,0.559,2,-9.615,1,0.0254,0.0736,0.349,0.116,0.254,146.944
922,5RYTpsSI7op7UZznXWqhIP,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.656,0.375,0,-9.205,1,0.0248,0.355,0.0069,0.279,0.313,131.8
923,6Oi3mUl8WwfTVRqEwByZ7R,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.559,0.468,0,-12.738,1,0.0284,0.532,0.129,0.257,0.316,80.014
924,03XjpGGdsIPouALXem2Cku,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.738,0.284,9,-12.0,1,0.0425,0.445,0.00129,0.119,0.461,65.977
925,7peh6LUcdNPcMdrSH4JPsM,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.842,0.384,9,-11.384,0,0.0354,0.638,0.000505,0.0998,0.604,84.026
926,3SktMqZmo3M9zbB7oKMIF7,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.764,0.326,7,-9.883,1,0.0342,0.731,0.0013,0.24,0.237,123.98
927,78DwRIo6Vj6wqteyerGetr,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.496,0.238,1,-11.026,1,0.0301,0.958,0.0109,0.0875,0.349,175.96
928,1IdTIzkTK6CcpKKgMUGbg7,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.882,0.478,4,-10.386,1,0.0304,0.476,0.00581,0.0737,0.802,97.81
929,3E6iea9uEmB7gRru4lyP6h,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.619,0.437,7,-11.756,1,0.0314,0.465,0.00609,0.0971,0.406,89.511
930,2jdAk8ATWIL3dwT47XpRfu,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.668,0.361,1,-8.69,0,0.0273,0.573,0.00506,0.0805,0.288,134.15
931,50DMG6AvtNzbrxMc62w6ph,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.439,0.591,1,-6.407,1,0.0419,0.0993,0.00225,0.0718,0.397,125.893
932,0bYDebBlQxsDR4hCgbbpOW,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.517,0.344,9,-9.925,1,0.0303,0.818,0.00809,0.0763,0.279,75.285
933,2mdxGlwrhtkuxgzbH7LOIh,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",Gary Clark Jr.,0.285,0.979,11,-2.262,0,0.129,0.00405,0.061,0.267,0.323,165.976
934,2CU9pGd7lq4fSHiFwjs842,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",Gary Clark Jr.,0.311,0.67,9,-5.074,1,0.0368,0.353,0.22,0.14,0.289,127.818
935,2DR4SIs4RJoylM3sbDjtUH,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",Gary Clark Jr.,0.227,0.694,7,-5.673,1,0.0635,0.0267,0.113,0.904,0.317,170.942
936,2IIBoNBF73l8j3JrlXtwom,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",Gary Clark Jr.,0.284,0.914,7,-3.853,0,0.0652,0.319,0.0176,0.707,0.594,168.965
937,0Lj3qbusp7zvLt8p9coGo8,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",Gary Clark Jr.,0.195,0.941,11,-3.412,0,0.128,0.0486,0.00654,0.706,0.321,177.504
938,5ic6p0xWpVzr2pknOCigrI,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",Gary Clark Jr.,0.48,0.955,9,-5.426,0,0.116,0.421,0.00288,0.936,0.147,115.579
939,6trQSoQzWpyY4az6GNUtEr,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",Gary Clark Jr.,0.388,0.602,5,-6.268,1,0.0404,0.698,0.101,0.777,0.356,184.075
940,1H4UULj004y48JgS3cIc8J,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",Gary Clark Jr.,0.303,0.639,9,-7.744,1,0.0963,0.24,0.00328,0.701,0.237,187.661
941,4WsAhe3BwtSUosqyqgbNMq,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",Gary Clark Jr.,0.22,0.722,2,-7.431,1,0.0585,0.18,0.214,0.827,0.266,77.602
942,2AfJGBzYH5CBVJgIrPEiMw,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",Gary Clark Jr.,0.361,0.777,7,-4.516,0,0.0456,0.569,0.224,0.696,0.325,101.985
943,44jzDTPDYubeE97IZp2v0z,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",Gary Clark Jr.,0.27,0.596,5,-4.631,1,0.0331,0.22,0.064,0.341,0.312,168.397
944,2z3joGXrdGL2iEjIKQTiN1,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",J. Cole,0.87,0.386,7,-7.843,0,0.0684,0.745,0.00013,0.122,0.642,119.91
945,3pjUyVbFmM96tYhSaKJwTt,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",J. Cole,0.74,0.523,11,-10.753,0,0.233,0.666,0.00142,0.0968,0.235,97.063
946,0utlOiJy2weVl9WTkcEWHy,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",J. Cole,0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97
947,3kxfsdsCpFgN412fpnW85Y,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",Childish Gambino,0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033
948,6hiZw0OAAX2zmxdmVE7lRJ,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.548,0.4,1,-8.479,1,0.0303,0.856,0.0415,0.109,0.465,91.326
949,0QWK9SwHslfeSrDSJXMI4M,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.49,0.765,4,-7.54,1,0.0382,0.0708,0.00324,0.708,0.493,76.558
950,1fTZfLRD6E5snDW5YC7qk5,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.471,0.544,10,-8.144,1,0.0302,0.00883,0.522,0.93,0.334,137.373
951,7IByJvSqRFltGyiiIiL4wn,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.694,0.351,9,-10.92,1,0.0382,0.813,0.00165,0.097,0.691,145.907
952,0HLWvLKQWpFdPhgk6ym58n,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.584,0.509,2,-13.109,1,0.0287,0.267,0.00252,0.36,0.367,90.457
953,4OT8GH9u9Gx7ydJ49ULunN,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.514,0.536,1,-7.13,0,0.0288,0.2,8.45e-05,0.727,0.451,133.848
954,79H87DHga7uOxkvFRGa4a8,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.62,0.487,9,-8.266,0,0.0346,0.441,0.00571,0.942,0.462,83.943
955,5WMKS1iDfugyLhfibIlR51,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.393,0.386,7,-10.593,1,0.0389,0.403,0.0688,0.754,0.24,108.527
956,72UCrt0G2z6QQkvzEw9dGQ,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.386,0.596,1,-9.02,1,0.0802,0.0509,0.000646,0.966,0.327,104.291
957,5e7ati4Dx5ax2YapfnV5FS,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.292,0.952,7,-6.026,1,0.134,0.0138,0.347,0.795,0.442,99.54
958,1G7Gg1cH4VKBu3XaoCppzC,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.788,0.49,7,-9.14,1,0.0576,0.38,0.00125,0.697,0.658,112.986
959,6yxobkt0REH26qbM4n9eDC,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.356,0.607,0,-8.284,1,0.0438,0.00419,0.00379,0.934,0.456,98.272
960,5SSqUpMby3y8W0qy3JME5E,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.49,0.908,1,-6.784,1,0.0658,0.0151,0.00147,0.699,0.738,117.948
961,7AtsEX4pJqmAaIajlMwaPU,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.435,0.548,0,-12.517,0,0.0788,0.48,0.000103,0.949,0.498,83.64
962,0EUSbTvyZfo9QOcxunL9Ro,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.368,0.44,4,-11.486,1,0.0294,0.713,8.83e-05,0.966,0.285,91.799
963,1aiDlPLPljMFUylWjMZras,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.771,0.424,7,-12.156,1,0.0374,0.595,0.000372,0.0788,0.638,98.795
964,0CETmgFGt8Ne8vLnaLcduU,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.536,0.738,4,-11.02,1,0.031,0.638,0.446,0.0736,0.707,83.048
965,2ZrIGSO7RUz0Di1QrrqiI9,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.715,0.59,7,-7.855,1,0.0286,0.652,0.000551,0.0627,0.395,119.966
966,1CdEcheLJU6SgxnbFEj2WX,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,0.848,0.465,1,-9.029,0,0.0524,0.577,0.0543,0.101,0.621,94.02
967,2y84zRlD8OD6wYpxUylgTV,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.494,0.485,11,-10.464,1,0.048,0.12,0.000277,0.16,0.609,80.593
968,2v1DwZai9QYkcq8iuDzeDB,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.4,0.731,1,-9.911,0,0.047,0.0211,0.0222,0.309,0.823,80.416
969,4jJ9JnGw9JXL7X5Qz5l5D8,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.464,0.502,5,-9.493,0,0.0452,0.578,0.04,0.117,0.353,103.88
970,4LfMd7tiyo7y2nRUq9NTtc,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.503,0.746,5,-10.065,0,0.065,0.0222,0.354,0.37,0.75,133.133
971,0ME8AQSwfAtSa6ZQpgjROg,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.687,0.497,10,-10.257,0,0.0331,0.643,0.853,0.171,0.653,81.183
972,7btFqhQGoQgRMzQosy8a0U,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.376,0.911,1,-7.402,1,0.0439,0.000671,0.86,0.152,0.861,100.129
973,6qxIbJorO2EAOWwp2QWPwL,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.444,0.93,3,-9.287,0,0.049,0.00269,0.886,0.122,0.639,121.859
974,1JqBGc6p33ExJcxfeNfWs7,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.412,0.475,5,-11.799,0,0.0502,0.00797,0.0844,0.15,0.307,104.689
975,7GJUEK7mzeywl4aJ290AoH,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.385,0.544,11,-11.515,1,0.0434,0.000989,0.021,0.682,0.434,128.102
976,57c6JNZLnEKPjolN8xo8yj,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.379,0.516,8,-11.111,0,0.0584,0.00577,0.0592,0.229,0.423,137.509
977,2AxCeJ6PSsBYiTckM0HLY7,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.214,0.91,8,-6.662,1,0.389,0.48,0.00839,0.0517,0.447,175.561
978,1Eolhana7nKHYpcYpdVcT5,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776
979,0NWPxcsf5vdjdiFUI8NgkP,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492
980,2aoo2jlRnM3A0NyLQqMN2f,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253
981,36AlMHDBFwSsD3FQOy1R81,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",Otis Redding,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938
982,0SwUDplbBp66rM5sMC0eD7,"['canadian folk', 'canadian indie']",City and Colour,0.654,0.539,6,-5.828,0,0.0309,0.792,0.0,0.12,0.392,122.923
