,track_id,genre,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,4f5nUYzeUioPwNbz2mGx5S,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,0.497,0.499,9,-12.348,0,0.056,0.0558,0.73,0.222,0.516,174.608
1,4kjJgdn53JuTLHvcedNAcl,['indie hip hop'],Phoelix,0.523,0.421,7,-12.529,1,0.133,0.609,0.000859,0.341,0.356,77.393
2,3U62bHMhP7bKAFYMkn3fNx,"['alternative r&b', 'electropop', 'etherpop', 'pop']",Alina Baraz,0.679,0.533,10,-8.454,1,0.0766,0.313,0.0336,0.171,0.521,83.502
3,44ashym52bERKclJsKt3Db,"['alternative r&b', 'indie hip hop', 'indie r&b']",Jordan Ward,0.894,0.475,11,-8.346,1,0.131,0.309,0.000138,0.111,0.571,144.202
4,2gEmgpnxseKEVRTwkSGopN,"['hip hop', 'rap']",Odd Future,0.51,0.0671,3,-12.163,0,0.0689,0.744,0.0,0.166,0.197,106.017
5,2lBSSfG1H7RJwjRjNCCq4J,"['kentucky hip hop', 'pop', 'pop rap', 'rap', 'trap']",Bryson Tiller,0.489,0.406,9,-11.44,1,0.232,0.0336,0.0,0.344,0.178,110.551
6,53Nwlr3hxsGsu9eWU5EYjq,['alternative r&b'],Giveon,0.599,0.45,7,-7.431,1,0.0519,0.166,3.29e-05,0.112,0.144,157.969
7,3FAJ6O0NOHQV8Mc5Ri6ENp,['alternative r&b'],Giveon,0.451,0.462,0,-8.962,1,0.0782,0.527,0.0,0.303,0.533,89.174
8,4SCnCPOUOUXUmCX2uHb3r7,"['kentucky hip hop', 'pop', 'pop rap', 'rap', 'trap']",Bryson Tiller,0.714,0.582,5,-7.272,0,0.0808,0.0129,0.0,0.0774,0.338,92.819
9,11XegnWeJHBDtj9IsNwngu,"['atl hip hop', 'rap', 'trap']",21 Savage,0.775,0.566,11,-6.661,1,0.283,0.0381,0.000341,0.127,0.479,160.351
10,4V9ynsDPwHtdItksqjuRu0,"['atl hip hop', 'rap', 'trap']",21 Savage,0.697,0.709,11,-6.642,0,0.298,0.041,0.000296,0.0886,0.439,155.023
11,7FtZFla3ZH6PqsAJ9MvVCM,"['atl hip hop', 'rap', 'trap']",21 Savage,0.849,0.635,7,-4.068,1,0.254,0.000608,8.44e-06,0.062,0.798,89.484
12,42Tohunwlh34o0mgxYx5iq,"['atl hip hop', 'rap', 'trap']",21 Savage,0.831,0.532,0,-5.319,0,0.301,0.0652,0.0,0.464,0.364,140.105
13,5AebNkVaY2zcdNFCqPBIV7,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",Logic,0.679,0.758,1,-3.012,1,0.14,0.291,0.0177,0.209,0.237,82.08
14,4DJ9ZxVFyv8AWdBmZnV0CN,"['alternative r&b', 'indie r&b', 'new jersey rap', 'rap']",070 Shake,0.672,0.622,4,-10.108,0,0.143,0.557,3.48e-06,0.0959,0.375,108.052
15,3yUcJwYu7fXAfqMj9krY6l,"['dance pop', 'new wave pop', 'pop rock']",Dido,0.725,0.583,1,-9.942,0,0.0424,0.3,0.000215,0.0665,0.765,79.984
16,66dQdXAbtuPdSasezCQVZE,"['boy band', 'hip hop', 'rap']",BROCKHAMPTON,0.497,0.55,8,-6.13,1,0.0257,0.847,0.049,0.119,0.542,79.955
17,4nsiKM4S8cRU3oWNiTOeWz,"['alternative r&b', 'edm', 'electropop', 'indie r&b', 'indie soul', 'tropical house', 'vapor soul', 'vapor twitch']",BAYNK,0.763,0.577,6,-10.127,1,0.167,0.161,0.00362,0.225,0.569,116.982
18,2jzNzQibsiVIBPTeJsifby,"['alternative r&b', 'indie r&b', 'oc indie']",Rae Khalil,0.677,0.639,1,-8.506,1,0.168,0.214,4.08e-06,0.183,0.663,95.034
19,75ZoDBdTAO9e896PtMsbnG,"['indie r&b', 'indie soul', 'vapor soul']",Mk.gee,0.809,0.656,5,-6.67,1,0.297,0.524,0.00455,0.075,0.786,88.934
20,10nbIPV2SRLqEjIpvS8CVb,"['hip hop', 'rap', 'underground hip hop']",Beast Coast,0.768,0.648,11,-6.042,0,0.188,0.045,2.9e-05,0.113,0.358,97.013
21,1LErJ8H8vJK9uJi66zlvbw,"['hawaiian hip hop', 'pop', 'rap']",Russ,0.823,0.556,5,-5.883,0,0.118,0.34,0.00121,0.084,0.879,142.0
22,5ovaAL9Xo7FRPRU3QZv8eS,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",The Isley Brothers,0.571,0.537,9,-10.0,1,0.127,0.306,0.139,0.0923,0.401,164.265
23,29GyG0MJIyRfbRv5nSZ9is,"['alternative r&b', 'indie r&b']",Mariah the Scientist,0.53,0.684,5,-5.554,0,0.043,0.00026,7.08e-05,0.166,0.344,159.852
24,2gAGWaK4wvt2xrFUlR4mK8,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",A$AP Rocky,0.284,0.803,2,-5.293,0,0.173,0.302,0.0,0.242,0.553,67.536
25,13QU8HBEBaSTZGq1HzQe9S,"['rap', 'trap']",Don Toliver,0.584,0.306,9,-8.401,0,0.0271,0.52,0.0,0.12,0.096,70.022
26,0LqZuRAroDVnV6LjDUGap1,['leeds indie'],Far Caspian,0.661,0.657,4,-9.667,1,0.0253,0.0758,0.666,0.105,0.776,101.018
27,6L1yA61015sIz9Vd02gGHZ,[],CHIKA,0.627,0.662,2,-4.592,0,0.0464,0.211,1.85e-06,0.38,0.505,144.002
28,3KM0368RZYg0MPr0wHDeqS,"['trap soul', 'vapor trap']",Dwn2earth,0.603,0.581,0,-10.667,1,0.0648,0.469,0.00142,0.11,0.163,125.998
29,5yPrF4nP6JoaXV8TIjndPc,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA,0.787,0.805,9,-6.294,1,0.409,0.0589,1.61e-06,0.192,0.769,104.862
30,5JWPUEov2wlX7c0jhYZpeB,"['australian psych', 'neo-psychedelic']",Tame Impala,0.569,0.84,1,-4.123,1,0.118,0.0295,0.000118,0.0995,0.749,183.059
31,63wx9vdskaXbYxyDx4oJCZ,"['alternative r&b', 'pop', 'r&b', 'urban contemporary']",Jhené Aiko,0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781
32,5Ir1R58vIXvEh03RDVuYgn,[],Hudi,0.818,0.432,11,-10.764,1,0.0563,0.728,0.395,0.104,0.578,114.031
33,2Im64pIz6m0EJKdUe6eZ8r,"['chicago rap', 'hip hop', 'rap']",Kanye West,0.608,0.746,5,-5.249,0,0.184,0.115,0.0087,0.427,0.277,117.072
34,1UGD3lW3tDmgZfAVDh6w7r,"['chicago rap', 'hip hop', 'rap']",Kanye West,0.435,0.76,8,-4.935,0,0.0721,0.0175,0.0,0.158,0.206,80.082
35,7Bar1kLTmsRmH6FCKKMEyU,"['pop', 'pop rap', 'rap']",SZA,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074
36,6iX1QW1gGIVNEItnqyvFfH,"['album rock', 'blues rock', 'classic rock', 'country rock', 'double drumming', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']",Allman Brothers Band,0.491,0.47,4,-13.45,1,0.0264,0.747,0.747,0.128,0.846,93.964
37,1AgSUWSzmza5jF6ER5R68v,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",Jack Harlow,0.88,0.58,5,-5.032,0,0.0438,0.016,3.83e-06,0.0936,0.754,124.003
38,3V35bKSSm4usoSPjdaRGMx,"['alternative r&b', 'pop', 'rap', 'trap soul']",Majid Jordan,0.826,0.47,5,-5.487,0,0.0343,0.025,0.00337,0.1,0.541,100.989
39,5XlQOhIlOqF3PtL6PUeFst,"['indie r&b', 'neo r&b']",Tay Walker,0.671,0.338,7,-9.393,0,0.117,0.554,0.0,0.494,0.496,80.02
40,0Dcv1cRaS8sEUYzjHNhHBr,"['alternative r&b', 'indie r&b', 'indie soul', 'neo r&b']",McClenney,0.7,0.316,4,-10.26,1,0.0384,0.562,0.00429,0.116,0.55,72.936
41,41PCkAcfU1UiSKUDtt6tXQ,"['boy band', 'hip hop', 'rap']",BROCKHAMPTON,0.839,0.416,5,-7.658,1,0.0876,0.0319,0.0,0.166,0.567,125.969
42,2B4Y9u4ERAFiMo13XPJyGP,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",The Beatles,0.29,0.247,7,-12.125,1,0.0383,0.921,0.00565,0.0917,0.36,165.361
43,2KkNkv6ciB6bt2hvHtOrin,"['alternative r&b', 'dance pop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",Teyana Taylor,0.583,0.766,11,-4.743,0,0.405,0.502,1.79e-06,0.159,0.203,131.374
44,4JoapqwIRFlUgX0lCpoHFz,"['alternative r&b', 'dance pop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",Teyana Taylor,0.46,0.717,6,-5.91,0,0.218,0.283,2.6e-06,0.494,0.497,84.134
45,0FlfN5cbUUpIHCRH8X1M44,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",J. Cole,0.61,0.569,10,-9.447,0,0.345,0.0398,0.0,0.337,0.287,81.409
46,1n8dFOpRttrhTRZR0uw3SA,"['alternative r&b', 'indie r&b', 'pop r&b']",Lucky Daye,0.548,0.638,11,-6.428,1,0.248,0.0215,0.0,0.15,0.363,84.807
47,56S4e7Ix1GnDEoAxwoaLYp,[],Keedron Bryant,0.672,0.545,1,-7.249,0,0.35,0.0493,0.0,0.167,0.425,82.457
48,1i3l10AupxsauvSd9qmCad,[],Ruthven,0.748,0.445,1,-9.874,1,0.0753,0.14,0.0,0.28,0.647,114.127
49,6OtoPF68bGySlRWxJtgwQF,[],Ruthven,0.39,0.448,2,-9.844,0,0.086,0.353,8.17e-06,0.134,0.355,79.053
50,7qaQK6Eatz1KQFs1VZx2YR,"['afrofuturism', 'hip hop', 'indie soul']",Thundercat,0.618,0.669,7,-7.457,1,0.0359,0.535,0.0,0.577,0.789,97.0
51,1c5CllrZr45UBhWpIqM332,"['afrofuturism', 'hip hop', 'indie soul']",Thundercat,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023
52,5EIVA0ZDr605FzZpnskzBc,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",Ycee,0.82,0.38,0,-7.989,0,0.0502,0.416,2.53e-05,0.0952,0.647,95.004
53,1RJ3ZvvXpEGwd2I3uqWvlr,"['alternative r&b', 'electropop', 'indie r&b', 'indie soul', 'vapor soul']",DRAMA,0.56,0.562,1,-10.003,1,0.053,0.144,0.267,0.13,0.42,167.947
54,5E7mKf12nVjAIdgHgPLOpQ,"['alternative r&b', 'electropop', 'indie r&b', 'indie soul', 'vapor soul']",DRAMA,0.782,0.646,1,-10.301,0,0.0538,0.0785,0.0708,0.0813,0.399,103.957
55,1d7MpETnda1NpporQ5cvlP,"['alternative r&b', 'electropop', 'indie r&b', 'indie soul', 'vapor soul']",DRAMA,0.721,0.621,10,-8.986,0,0.0418,0.0336,0.406,0.0944,0.516,117.984
56,0rpKMK6WacF7xKdpqbMWCa,"['alternative r&b', 'electropop', 'indie r&b', 'indie soul', 'vapor soul']",DRAMA,0.733,0.579,7,-8.83,0,0.0286,0.22,0.288,0.153,0.555,121.987
57,2eQHAwP1oz4XsjHXSEaqZQ,"['alternative r&b', 'electropop', 'indie r&b', 'indie soul', 'vapor soul']",DRAMA,0.845,0.442,8,-9.698,0,0.0332,0.197,0.00543,0.191,0.404,106.426
58,0WbwSOALA9zsh7r18Jwbau,"['alternative r&b', 'electropop', 'indie r&b', 'indie soul', 'vapor soul']",DRAMA,0.72,0.634,0,-8.701,1,0.0392,0.00284,0.63,0.0973,0.602,115.014
59,4nlvKIIetOWGIMyhjQXgOZ,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",Flume,0.56,0.865,1,-1.148,1,0.0909,0.255,0.000153,0.083,0.424,159.96
60,6ybViy2qrO9sIi41EgRJgx,"['contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']",Norah Jones,0.732,0.198,5,-11.775,1,0.028,0.883,1.1e-05,0.0659,0.618,88.174
61,2wZTnl0pPFr3HBcyXfOaVJ,"['dance pop', 'pop']",Justin Timberlake,0.56,0.372,11,-6.58,0,0.0446,0.271,0.0,0.195,0.473,119.384
62,0JXXNGljqupsJaZsgSbMZV,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",Miguel,0.684,0.603,11,-8.127,0,0.0989,0.0275,0.000311,0.191,0.504,81.0
63,5oady7OSE7dH7LHiqmb3Cr,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",A$AP Ferg,0.737,0.597,7,-7.333,1,0.118,0.292,0.0,0.13,0.448,92.049
64,0ofHAoxe9vBkTCp2UQIavz,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Fleetwood Mac,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151
65,5LEVjmo2QweDHc7k19aFcp,"['austindie', 'indie pop', 'modern rock']",Dayglow,0.694,0.583,11,-11.549,1,0.0371,0.168,0.819,0.329,0.897,134.999
66,0Tcw8w9pvPrZoORgxsNASW,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Future,0.773,0.742,5,-5.453,0,0.162,0.00198,0.0,0.558,0.35,148.949
67,3Vby4nGmtbDo7HDJamOWkT,"['classic rock', 'folk rock', 'soft rock']",Stealers Wheel,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765
68,0GO8y8jQk1PkHzS31d699N,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Grouplove,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96
69,00NAQYOP4AmWR549nnYJZu,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,0.664,0.771,0,-5.779,1,0.0533,0.0155,9.6e-06,0.46,0.763,109.945
70,6CQaVuICm1WVXyy3SZ5jEI,"['british soul', 'neo soul']",Amy Winehouse,0.757,0.367,5,-5.759,0,0.0354,0.736,0.0,0.157,0.681,96.008
71,4CfYxSs4Dr8KWORCmN3hom,"['dance pop', 'pop']",Justin Timberlake,0.728,0.354,1,-9.626,1,0.221,0.76,0.0,0.132,0.636,132.762
72,7xxEK0MQvkME1LSS2cIW7R,"['dance pop', 'pop']",Justin Timberlake,0.627,0.488,11,-8.212,0,0.0445,0.304,0.000408,0.173,0.274,126.053
73,4rHZZAmHpZrA3iH5zx8frV,"['dance pop', 'pop']",Justin Timberlake,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899
74,1AWQoqb9bSvzTjaLralEkT,"['dance pop', 'pop']",Justin Timberlake,0.891,0.714,4,-6.055,0,0.14,0.202,0.000234,0.0521,0.818,100.972
75,7Lf7oSEVdzZqTA0kEDSlS5,"['dance pop', 'pop']",Justin Timberlake,0.624,0.653,8,-6.582,0,0.176,0.575,0.0,0.104,0.565,73.884
76,0qpCwx9VYn7yR3d3YdT5Wd,"['dance pop', 'pop']",Justin Timberlake,0.533,0.581,0,-7.698,1,0.0499,0.171,0.0149,0.225,0.713,74.814
77,39q69v4D15oSshBmlJrkmW,"['dance pop', 'pop']",Justin Timberlake,0.768,0.367,4,-7.811,0,0.0357,0.362,3.37e-06,0.157,0.367,119.909
78,1MBM7CyZbwJpVbbZJnHHRg,"['dance pop', 'pop']",Justin Timberlake,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802
79,4JQtyBEeLOAOnb7n5OQdDd,"['dance pop', 'pop']",Justin Timberlake,0.813,0.848,2,-5.157,0,0.0558,0.0943,4.6e-05,0.37,0.831,110.993
80,0LlObwsSjhvPFKPPpSWOeh,"['dance pop', 'pop']",Justin Timberlake,0.835,0.612,8,-6.262,0,0.149,0.0571,0.0,0.0895,0.689,147.085
81,3pD0f7hSJg2XdQ6udw5Tey,"['dance pop', 'pop']",Justin Timberlake,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0
82,4NeOWqHmlrGRuBvsLJC9rL,"['dance pop', 'pop']",Justin Timberlake,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952
83,5Gq7IN29DbgUO8Ris1TZKl,"['dance pop', 'pop']",Justin Timberlake,0.896,0.452,6,-5.637,1,0.258,0.0171,0.00782,0.0645,0.644,99.905
84,0B1QILlvPWfc9vovFYuUuk,"['dance pop', 'pop']",Justin Timberlake,0.853,0.839,11,-6.311,0,0.0702,0.117,0.0228,0.111,0.836,105.045
85,6VVJLEw5Acp3W7iGJHSNSJ,"['alternative r&b', 'bedroom soul', 'chill r&b', 'indie r&b']",Jay Wile,0.564,0.42,4,-12.224,1,0.164,0.113,0.000565,0.0819,0.521,76.03
86,4j3GWI86JvSaF0BLdmgcfF,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",Childish Gambino,0.76,0.579,0,-7.374,1,0.0569,0.0129,0.00351,0.106,0.125,100.01
87,56FPFlRGOe6LIbmqC70gtu,[],Dennis.,0.776,0.295,5,-12.395,0,0.0327,0.588,2.93e-05,0.2,0.264,119.958
88,7H6ev70Weq6DdpZyyTmUXk,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']",Destiny's Child,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009
89,7HKTEtjVFQrMzXzjBpTfns,"['alternative r&b', 'indie r&b']",Parisalexa,0.705,0.371,8,-9.398,1,0.157,0.163,1.12e-06,0.0718,0.541,74.931
90,3xzAbYFelfFdMUC9St64ga,['alternative r&b'],The O'My's,0.609,0.619,3,-7.189,1,0.188,0.0539,0.00146,0.0888,0.169,168.255
91,1zJpJ3HPRtAYYNLWm5BJEf,"['modern rock', 'neo mellow', 'pop', 'pop rock']",James Bay,0.652,0.18,5,-9.735,0,0.111,0.743,4.04e-06,0.71,0.328,115.218
92,0PXWpNBYg52gABrn1qL1bD,"['neo mellow', 'pop rock', 'post-grunge']",Matchbox Twenty,0.442,0.793,9,-5.152,1,0.0347,0.0456,0.0,0.328,0.437,80.985
93,1ncSAZD0bzvU3cu0uPLbWd,"['blues rock', 'double drumming', 'electric blues', 'folk rock', 'funk', 'jam band', 'mellow gold', 'modern blues', 'modern blues rock', 'new americana', 'rock', 'roots rock']",Tedeschi Trucks Band,0.447,0.557,9,-9.92,1,0.035,0.35,0.0145,0.11,0.43,152.058
94,40h65HAR8COEoqkMwUUQHu,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Eagles,0.568,0.634,4,-12.336,1,0.0282,0.494,0.00281,0.252,0.866,142.686
95,745H5CctFr12Mo7cqa1BMH,"['classic soul', 'funk', 'memphis soul', 'motown', 'soul']",The Temptations,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566
96,5i5fCpsnqDJ9AfeObgd0gW,"['alternative r&b', 'indie r&b', 'new jersey rap', 'rap']",070 Shake,0.415,0.878,1,-3.65,0,0.32,0.0564,0.00348,0.222,0.309,191.777
97,4uMvvCwqs046uxyJiFJTT1,"['alternative r&b', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",Kiana Ledé,0.77,0.442,1,-8.033,1,0.164,0.489,0.0,0.0974,0.392,131.988
98,5BkliOfve2jNXGv0RZuqdg,"['alternative r&b', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",Kiana Ledé,0.568,0.737,8,-6.202,1,0.254,0.405,0.0,0.111,0.503,84.21
99,1usvj9GRbKj9VteTnpflQj,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",J. Cole,0.735,0.652,9,-7.605,1,0.208,0.0621,0.0,0.108,0.233,139.978
100,7iDFuSWvN0DTNy3gxUwsBn,"['alternative r&b', 'indie r&b', 'pop r&b', 'trap soul']",Arin Ray,0.77,0.68,5,-4.451,0,0.0578,0.211,0.00102,0.114,0.37,107.024
101,6sPOmDulFtLzfX25zICNrC,"['brill building pop', 'bubblegum pop', 'motown']",The Foundations,0.66,0.512,0,-7.183,1,0.0294,0.313,0.0,0.283,0.852,133.607
102,1opARDDYaOeE1QUdwXmBGu,"['alternative r&b', 'pop', 'rap', 'trap soul']",Majid Jordan,0.678,0.438,9,-8.847,0,0.0577,0.29,0.0,0.0838,0.501,81.498
103,7eb5G8a12Fn4TwRr3cbJBd,"['alternative r&b', 'indie r&b', 'indie soul', 'neo soul', 'scandinavian r&b', 'swedish soul']",Snoh Aalegra,0.718,0.454,4,-9.775,1,0.256,0.34,0.0228,0.0814,0.631,168.037
104,4EYvuvqzUepdNaUlUZKVve,"['alternative r&b', 'pop', 'rap', 'trap soul']",Majid Jordan,0.779,0.873,10,-3.766,0,0.0344,0.0196,9.9e-06,0.0999,0.911,111.977
105,4eULGB0zI7NIdV2KjWbbiZ,"['alternative r&b', 'hip hop', 'indie r&b', 'indie soul', 'la pop', 'rap']",SiR,0.599,0.686,8,-5.951,1,0.0422,0.0177,0.00105,0.0929,0.662,148.01
106,5ChkMS8OtdzJeqyybCc9R5,"['pop', 'r&b', 'soul']",Michael Jackson,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046
107,3TOfcOKNuu6ZPZXJie5msH,"['kentucky hip hop', 'pop', 'pop rap', 'rap', 'trap']",Bryson Tiller,0.767,0.611,5,-5.173,0,0.0983,0.157,0.0116,0.0836,0.11,94.034
108,2tPcTFiQF9MbVUyjZ3zDhA,"['cali rap', 'trap', 'vapor trap']",SOB X RBE,0.856,0.652,1,-5.324,1,0.143,0.177,0.0,0.193,0.471,97.017
109,6NqbN00vLmWfrQSx2wjD4z,"['alternative r&b', 'dance pop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",Teyana Taylor,0.696,0.463,7,-8.562,1,0.126,0.824,0.0,0.104,0.53,81.35
110,2MnEG4htbbdfoUsyzxZ4BM,"['alternative r&b', 'edm', 'electropop', 'indie r&b', 'indie soul', 'pop', 'tropical house', 'vapor soul']",SG Lewis,0.789,0.49,2,-6.588,1,0.0392,0.784,0.000598,0.112,0.869,140.034
111,1AnkdcHl86kEhDvhaKDuIe,"['chicago rap', 'melodic rap']",Juice WRLD,0.745,0.5,8,-6.184,1,0.136,0.439,0.0,0.0943,0.433,76.968
112,4nK5YrxbMGZstTLbvj6Gxw,"['indie r&b', 'nz pop', 'pop']",BENEE,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977
113,7vY4ATettZurJp378JY4Xr,['trap soul'],Stwo,0.858,0.411,2,-7.767,1,0.37,0.136,0.000274,0.114,0.248,150.028
114,5dkrRs1TXGutecrpchbCc0,"['bc underground hip hop', 'canadian hip hop', 'trap soul']",MANILA GREY,0.63,0.496,10,-12.55,0,0.0352,0.318,0.00552,0.11,0.275,119.206
115,2k0HXdTDW28JFAaS8TaHeA,"['art pop', 'indie r&b', 'indie soul', 'uk alternative pop']",James Blake,0.289,0.619,0,-5.97,1,0.125,0.877,0.0298,0.397,0.197,72.139
116,2Ucbz9AR0ybbwm6JM2p9Gk,"['pop', 'pop r&b', 'r&b', 'urban contemporary']",Queen Naija,0.573,0.753,5,-3.43,0,0.134,0.492,0.0,0.113,0.424,139.645
117,48x11bkwzpVxQ2SInSb1Y4,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA,0.718,0.637,1,-9.962,0,0.168,0.00828,0.0071,0.227,0.487,108.023
118,46eu3SBuFCXWsPT39Yg3tJ,"['pop', 'r&b', 'soul']",Michael Jackson,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881
119,2k9N4caeCIJLOWwWwssrEM,"['indie r&b', 'pop']",Bruno Major,0.772,0.256,7,-8.545,0,0.0481,0.491,0.00612,0.144,0.357,118.902
120,7AdBuHyc78SDvPjddieyaf,"['indie r&b', 'indie soul', 'vapor soul']",Mk.gee,0.758,0.721,0,-5.172,1,0.0409,0.469,0.585,0.293,0.864,121.991
121,5HVdyKabHJcjSbJcMKUVCp,"['alternative r&b', 'indie r&b', 'pop r&b', 'trap soul']",Arin Ray,0.754,0.359,3,-7.732,1,0.0635,0.104,4.71e-05,0.22,0.468,113.97
122,60ZZNXIdwgUGkVGRt7foLT,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",GoldLink,0.442,0.446,9,-11.354,0,0.786,0.278,0.0,0.308,0.295,51.539
123,4JB0EAT4BkLShTyTt50FmO,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",Ty Dolla $ign,0.813,0.615,10,-5.624,0,0.132,0.061,0.0,0.654,0.321,111.039
124,1LCgehdvJ91SgSRuI7Ez90,"['alternative r&b', 'atl hip hop', 'indie r&b']",Zaia,0.928,0.559,2,-12.164,1,0.0395,0.15,0.0401,0.0963,0.962,103.017
125,5qi6vF2iHAcLJth9XdsTYC,[],Ricky Reed,0.849,0.418,0,-7.45,1,0.078,0.203,0.0283,0.101,0.152,139.979
126,5oZps6mYqU5s7A4WjUZggJ,['escape room'],Anderson .Paak,0.928,0.437,1,-7.081,0,0.127,0.144,0.000357,0.147,0.496,100.056
127,34KUIBsIUiPV7oCIzSdDAU,"['chicago rap', 'hip hop', 'rap']",Kanye West,0.672,0.814,7,-3.768,1,0.27,0.258,0.0,0.164,0.379,97.043
128,0TzIHqhAbvYR6qJKrMMFlk,"['chicago rap', 'hip hop', 'rap']",Kanye West,0.593,0.596,8,-10.488,1,0.0408,0.33,0.0,0.0976,0.776,86.965
129,6vB49BJ70zBpDrrAPwdaB8,"['chicago rap', 'hip hop', 'rap']",Kanye West,0.593,0.593,11,-8.216,1,0.289,0.0306,9.94e-06,0.229,0.488,81.291
130,6HxIzJEPbaKFNCeZmTKqMS,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'supergroup']",The Dead Weather,0.483,0.89,9,-3.378,1,0.196,0.0527,0.0299,0.248,0.494,89.658
131,7pegxVesMmE2qK0o58xoFG,"['indie garage rock', 'neo-psychedelic']",Mild High Club,0.546,0.468,5,-8.167,1,0.0287,0.153,0.00257,0.321,0.416,73.372
132,2DHNCWZYmVr1Lv08q5b0kB,"['chicago rap', 'hip hop', 'rap']",Kanye West,0.723,0.465,3,-6.454,0,0.0952,0.259,2.7e-05,0.108,0.513,97.702
133,3cCxoOgfi6hgt8MNteuiiD,"['chicago rap', 'hip hop', 'rap']",Kanye West,0.752,0.765,9,-5.805,0,0.0908,0.118,0.0,0.31,0.309,105.998
134,1ko2NuvWlQdxtNRc8QQzmT,"['chicago rap', 'hip hop', 'rap']",Kanye West,0.507,0.753,5,-5.31,0,0.19,0.503,0.0,0.573,0.657,178.068
135,3DK6m7It6Pw857FcQftMds,"['chicago rap', 'hip hop', 'rap']",Kanye West,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733
