,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
851,0.589,0.279,4.0,-11.209,1.0,0.0408,0.911,0.000128,0.087,0.333,115.656
852,0.589,0.652,10.0,-7.498,1.0,0.373,0.704,0.00055,0.125,0.486,158.49
853,0.642,0.527,2.0,-9.444,1.0,0.0534,0.808,4.28e-05,0.154,0.566,133.062
854,0.683,0.437,5.0,-9.267,0.0,0.0375,0.781,0.000115,0.12,0.228,99.948
855,0.512,0.734,8.0,-5.448,0.0,0.438,0.431,0.0,0.226,0.168,93.995
856,0.569,0.836,4.0,-3.831,0.0,0.226,0.0276,0.0,0.479,0.0927,75.701
857,0.597,0.755,4.0,-2.209,0.0,0.052,0.0423,0.0,0.582,0.0467,89.146
858,0.595,0.706,3.0,-7.47,0.0,0.287,0.0427,0.0,0.0845,0.38,75.682
859,0.652,0.712,7.0,-7.191,0.0,0.174,0.812,0.000106,0.149,0.547,183.077
860,0.697,0.719,7.0,-5.805,1.0,0.353,0.0954,1.93e-06,0.0819,0.662,117.051
861,0.819,0.521,10.0,-7.328,0.0,0.216,0.00344,0.366,0.204,0.715,96.419
862,0.703,0.759,0.0,-6.554,1.0,0.149,0.0484,0.0031,0.664,0.863,94.009
863,0.841,0.898,8.0,-7.135,1.0,0.104,0.271,0.0151,0.304,0.931,98.401
864,0.655,0.855,8.0,-9.347,0.0,0.257,0.0114,0.000199,0.476,0.508,120.014
865,0.639,0.907,9.0,-7.85,1.0,0.0409,0.0128,0.328,0.704,0.696,97.019
866,0.732,0.789,5.0,-3.717,0.0,0.0476,0.0459,3.11e-05,0.123,0.607,107.978
867,0.671,0.678,10.0,-6.171,0.0,0.362,0.128,0.0,0.298,0.718,91.456
868,0.488,0.645,11.0,-7.226,1.0,0.421,0.0838,0.000355,0.154,0.595,148.733
869,0.727,0.518,2.0,-7.825,1.0,0.396,0.0888,0.0,0.0893,0.485,88.255
870,0.57,0.65,2.0,-8.538,1.0,0.326,0.0707,0.0,0.339,0.174,96.767
871,0.661,0.773,9.0,-6.809,0.0,0.0839,0.00127,5.66e-06,0.117,0.318,106.852
872,0.653,0.55,6.0,-8.065,0.0,0.0869,0.0689,1.94e-05,0.492,0.359,92.165
873,0.744,0.622,10.0,-6.756,0.0,0.0458,0.052,0.0,0.194,0.567,101.561
874,0.819,0.596,7.0,-7.697,0.0,0.123,0.0302,4.59e-06,0.102,0.473,108.204
875,0.676,0.56,4.0,-6.024,0.0,0.0643,0.0112,0.00403,0.137,0.551,178.555
876,0.567,0.815,8.0,-4.915,1.0,0.141,0.0144,2.14e-05,0.126,0.325,164.834
877,0.771,0.466,0.0,-8.651,1.0,0.0308,0.0314,0.000761,0.31,0.245,110.011
878,0.138,0.28,0.0,-7.66,1.0,0.0368,0.219,0.0204,0.37,0.0752,141.335
879,0.485,0.814,0.0,-4.894,0.0,0.0356,0.0783,0.0128,0.273,0.658,123.997
880,0.25,0.942,6.0,-3.235,1.0,0.0545,0.0815,0.00097,0.367,0.822,161.333
881,0.242,0.924,3.0,-3.327,1.0,0.0804,0.0302,0.461,0.36,0.33,129.155
882,0.547,0.208,11.0,-17.949,0.0,0.0369,0.974,0.973,0.104,0.347,119.474
883,0.371,0.778,7.0,-7.196,0.0,0.0559,0.211,0.00141,0.181,0.288,145.734
884,0.373,0.609,0.0,-7.0,1.0,0.0316,0.108,0.000427,0.0755,0.354,179.955
885,0.424,0.615,9.0,-6.217,0.0,0.0325,0.0158,0.000389,0.0844,0.155,77.935
886,0.598,0.553,9.0,-6.742,0.0,0.0397,0.562,0.157,0.257,0.533,123.075
887,0.64,0.74,4.0,-4.083,1.0,0.0284,0.0115,0.00678,0.167,0.785,116.879
888,0.598,0.71,0.0,-6.839,0.0,0.0272,0.0476,1.77e-05,0.1,0.726,97.976
889,0.802,0.495,2.0,-6.154,0.0,0.188,0.0232,0.0,0.0933,0.47,114.991
890,0.9,0.691,8.0,-3.888,0.0,0.107,0.0974,0.0,0.141,0.854,98.011
891,0.769,0.323,3.0,-12.887,0.0,0.0524,0.678,0.0,0.116,0.574,94.977
892,0.808,0.535,1.0,-12.521,1.0,0.0353,0.179,9.91e-05,0.158,0.848,114.031
893,0.736,0.491,10.0,-6.892,0.0,0.439,0.0681,0.0,0.571,0.203,141.979
894,0.609,0.229,11.0,-12.36,0.0,0.0333,0.558,0.0413,0.113,0.19,111.887
895,0.925,0.443,1.0,-8.216,1.0,0.264,0.0172,0.0,0.276,0.35,136.078
896,0.903,0.439,8.0,-11.813,1.0,0.397,0.0407,0.0,0.138,0.532,139.112
897,0.856,0.572,1.0,-8.429,1.0,0.373,0.0136,1.55e-06,0.121,0.454,82.445
898,0.928,0.481,9.0,-9.35,0.0,0.287,0.105,0.0,0.176,0.613,134.007
899,0.618,0.693,7.0,-5.943,0.0,0.45,0.246,0.0,0.112,0.454,170.982
900,0.809,0.463,11.0,-11.377,1.0,0.0396,0.256,0.085,0.109,0.364,111.98
901,0.839,0.521,7.0,-10.45,1.0,0.166,0.245,0.00545,0.607,0.33,105.992
902,0.719,0.665,8.0,-8.589,1.0,0.0331,0.15,0.00092,0.144,0.763,96.999
903,0.505,0.119,7.0,-17.252,1.0,0.0425,0.893,0.0,0.198,0.371,85.953
904,0.611,0.259,7.0,-12.069,1.0,0.0302,0.863,0.0,0.108,0.429,128.89
905,0.52,0.559,2.0,-9.615,1.0,0.0254,0.0736,0.349,0.116,0.254,146.944
906,0.656,0.375,0.0,-9.205,1.0,0.0248,0.355,0.0069,0.279,0.313,131.8
907,0.559,0.468,0.0,-12.738,1.0,0.0284,0.532,0.129,0.257,0.316,80.014
908,0.738,0.284,9.0,-12.0,1.0,0.0425,0.445,0.00129,0.119,0.461,65.977
909,0.842,0.384,9.0,-11.384,0.0,0.0354,0.638,0.000505,0.0998,0.604,84.026
910,0.764,0.326,7.0,-9.883,1.0,0.0342,0.731,0.0013,0.24,0.237,123.98
911,0.496,0.238,1.0,-11.026,1.0,0.0301,0.958,0.0109,0.0875,0.349,175.96
912,0.882,0.478,4.0,-10.386,1.0,0.0304,0.476,0.00581,0.0737,0.802,97.81
913,0.619,0.437,7.0,-11.756,1.0,0.0314,0.465,0.00609,0.0971,0.406,89.511
914,0.668,0.361,1.0,-8.69,0.0,0.0273,0.573,0.00506,0.0805,0.288,134.15
915,0.439,0.591,1.0,-6.407,1.0,0.0419,0.0993,0.00225,0.0718,0.397,125.893
916,0.517,0.344,9.0,-9.925,1.0,0.0303,0.818,0.00809,0.0763,0.279,75.285
917,0.285,0.979,11.0,-2.262,0.0,0.129,0.00405,0.061,0.267,0.323,165.976
918,0.311,0.67,9.0,-5.074,1.0,0.0368,0.353,0.22,0.14,0.289,127.818
919,0.227,0.694,7.0,-5.673,1.0,0.0635,0.0267,0.113,0.904,0.317,170.942
920,0.284,0.914,7.0,-3.853,0.0,0.0652,0.319,0.0176,0.707,0.594,168.965
921,0.195,0.941,11.0,-3.412,0.0,0.128,0.0486,0.00654,0.706,0.321,177.504
922,0.48,0.955,9.0,-5.426,0.0,0.116,0.421,0.00288,0.936,0.147,115.579
923,0.388,0.602,5.0,-6.268,1.0,0.0404,0.698,0.101,0.777,0.356,184.075
924,0.303,0.639,9.0,-7.744,1.0,0.0963,0.24,0.00328,0.701,0.237,187.661
925,0.22,0.722,2.0,-7.431,1.0,0.0585,0.18,0.214,0.827,0.266,77.602
926,0.361,0.777,7.0,-4.516,0.0,0.0456,0.569,0.224,0.696,0.325,101.985
927,0.27,0.596,5.0,-4.631,1.0,0.0331,0.22,0.064,0.341,0.312,168.397
928,0.87,0.386,7.0,-7.843,0.0,0.0684,0.745,0.00013,0.122,0.642,119.91
929,0.74,0.523,11.0,-10.753,0.0,0.233,0.666,0.00142,0.0968,0.235,97.063
930,0.898,0.283,6.0,-12.335,0.0,0.356,0.319,0.000383,0.11,0.469,138.97
931,0.745,0.356,1.0,-10.425,1.0,0.0941,0.172,0.00943,0.123,0.607,160.033
932,0.548,0.4,1.0,-8.479,1.0,0.0303,0.856,0.0415,0.109,0.465,91.326
933,0.49,0.765,4.0,-7.54,1.0,0.0382,0.0708,0.00324,0.708,0.493,76.558
934,0.471,0.544,10.0,-8.144,1.0,0.0302,0.00883,0.522,0.93,0.334,137.373
935,0.694,0.351,9.0,-10.92,1.0,0.0382,0.813,0.00165,0.097,0.691,145.907
936,0.584,0.509,2.0,-13.109,1.0,0.0287,0.267,0.00252,0.36,0.367,90.457
937,0.514,0.536,1.0,-7.13,0.0,0.0288,0.2,8.45e-05,0.727,0.451,133.848
938,0.62,0.487,9.0,-8.266,0.0,0.0346,0.441,0.00571,0.942,0.462,83.943
939,0.393,0.386,7.0,-10.593,1.0,0.0389,0.403,0.0688,0.754,0.24,108.527
940,0.386,0.596,1.0,-9.02,1.0,0.0802,0.0509,0.000646,0.966,0.327,104.291
941,0.292,0.952,7.0,-6.026,1.0,0.134,0.0138,0.347,0.795,0.442,99.54
942,0.788,0.49,7.0,-9.14,1.0,0.0576,0.38,0.00125,0.697,0.658,112.986
943,0.356,0.607,0.0,-8.284,1.0,0.0438,0.00419,0.00379,0.934,0.456,98.272
944,0.49,0.908,1.0,-6.784,1.0,0.0658,0.0151,0.00147,0.699,0.738,117.948
945,0.435,0.548,0.0,-12.517,0.0,0.0788,0.48,0.000103,0.949,0.498,83.64
946,0.368,0.44,4.0,-11.486,1.0,0.0294,0.713,8.83e-05,0.966,0.285,91.799
947,0.771,0.424,7.0,-12.156,1.0,0.0374,0.595,0.000372,0.0788,0.638,98.795
948,0.536,0.738,4.0,-11.02,1.0,0.031,0.638,0.446,0.0736,0.707,83.048
949,0.715,0.59,7.0,-7.855,1.0,0.0286,0.652,0.000551,0.0627,0.395,119.966
950,0.848,0.465,1.0,-9.029,0.0,0.0524,0.577,0.0543,0.101,0.621,94.02
951,0.494,0.485,11.0,-10.464,1.0,0.048,0.12,0.000277,0.16,0.609,80.593
952,0.4,0.731,1.0,-9.911,0.0,0.047,0.0211,0.0222,0.309,0.823,80.416
953,0.464,0.502,5.0,-9.493,0.0,0.0452,0.578,0.04,0.117,0.353,103.88
954,0.503,0.746,5.0,-10.065,0.0,0.065,0.0222,0.354,0.37,0.75,133.133
955,0.687,0.497,10.0,-10.257,0.0,0.0331,0.643,0.853,0.171,0.653,81.183
956,0.376,0.911,1.0,-7.402,1.0,0.0439,0.000671,0.86,0.152,0.861,100.129
957,0.444,0.93,3.0,-9.287,0.0,0.049,0.00269,0.886,0.122,0.639,121.859
958,0.412,0.475,5.0,-11.799,0.0,0.0502,0.00797,0.0844,0.15,0.307,104.689
959,0.385,0.544,11.0,-11.515,1.0,0.0434,0.000989,0.021,0.682,0.434,128.102
960,0.379,0.516,8.0,-11.111,0.0,0.0584,0.00577,0.0592,0.229,0.423,137.509
961,0.214,0.91,8.0,-6.662,1.0,0.389,0.48,0.00839,0.0517,0.447,175.561
962,0.515,0.534,6.0,-8.045,1.0,0.0768,0.181,0.00278,0.0547,0.426,70.776
963,0.346,0.768,9.0,-5.695,1.0,0.0377,0.00603,0.38,0.0244,0.532,169.492
964,0.438,0.805,8.0,-6.237,1.0,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253
965,0.587,0.133,9.0,-15.151,0.0,0.0565,0.186,2.26e-05,0.258,0.068,102.938
966,0.654,0.539,6.0,-5.828,0.0,0.0309,0.792,0.0,0.12,0.392,122.923
