,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
282,0.397,0.48,6.0,-9.005,1.0,0.0494,0.277,3.88e-05,0.111,0.184,117.079
283,0.489,0.255,2.0,-7.623,1.0,0.0406,0.777,0.0,0.11,0.358,105.858
284,0.818,0.326,9.0,-9.705,1.0,0.0387,0.093,0.0218,0.261,0.531,120.027
285,0.691,0.689,4.0,-5.255,0.0,0.106,0.101,0.0,0.131,0.231,95.129
286,0.725,0.418,9.0,-8.799,1.0,0.0309,0.346,1.01e-06,0.0658,0.378,77.923
287,0.825,0.672,0.0,-7.108,1.0,0.418,0.0858,0.0,0.123,0.246,147.01
288,0.76,0.48,1.0,-8.535,0.0,0.226,0.585,0.0,0.717,0.877,90.01
289,0.872,0.37,5.0,-5.851,1.0,0.119,0.705,0.000318,0.143,0.489,100.047
290,0.631,0.8,2.0,-6.546,0.0,0.0506,0.188,0.000533,0.64,0.857,87.482
291,0.669,0.735,10.0,-7.264,1.0,0.329,0.459,0.0,0.103,0.723,117.284
292,0.457,0.477,8.0,-9.323,1.0,0.102,0.281,0.000822,0.0914,0.627,144.855
293,0.647,0.865,7.0,-6.952,0.0,0.0381,0.00636,0.412,0.0986,0.919,135.002
294,0.566,0.722,9.0,-7.294,0.0,0.0392,0.0186,0.145,0.408,0.142,125.026
295,0.805,0.702,1.0,-4.877,1.0,0.0887,0.0658,0.0,0.123,0.225,120.041
296,0.867,0.725,6.0,-5.199,0.0,0.141,0.0099,6.26e-06,0.127,0.537,91.966
297,0.718,0.85,9.0,-5.586,1.0,0.112,0.0185,2.22e-05,0.239,0.375,102.896
298,0.869,0.254,8.0,-9.526,1.0,0.071,0.0952,3.63e-05,0.191,0.822,116.559
299,0.767,0.392,1.0,-11.996,1.0,0.0945,0.154,0.000398,0.108,0.48,125.017
300,0.502,0.642,6.0,-10.719,1.0,0.483,0.664,0.0116,0.324,0.572,182.123
301,0.823,0.813,7.0,-6.71,1.0,0.288,0.0359,0.0,0.0886,0.373,95.012
302,0.687,0.319,0.0,-6.992,1.0,0.0292,0.485,0.0,0.176,0.216,109.772
303,0.677,0.33,2.0,-11.198,1.0,0.149,0.474,0.000871,0.064,0.336,68.985
304,0.865,0.576,4.0,-10.515,0.0,0.113,0.306,0.0362,0.377,0.609,119.974
305,0.522,0.613,3.0,-9.391,0.0,0.0375,0.169,0.00103,0.107,0.309,76.516
306,0.636,0.419,7.0,-6.462,1.0,0.0542,0.242,2.5e-06,0.0918,0.175,159.848
307,0.399,0.578,3.0,-3.298,0.0,0.0456,0.674,0.0,0.132,0.433,80.22
308,0.885,0.595,7.0,-5.487,1.0,0.286,0.656,4.42e-06,0.105,0.754,148.034
309,0.554,0.885,2.0,-6.212,1.0,0.0443,0.0323,0.0238,0.345,0.367,104.945
310,0.676,0.609,2.0,-5.831,0.0,0.481,0.0706,0.0,0.152,0.508,142.037
311,0.701,0.396,4.0,-10.182,0.0,0.119,0.112,0.0209,0.223,0.115,129.004
312,0.569,0.84,1.0,-4.123,1.0,0.118,0.0295,0.000118,0.0995,0.749,183.059
313,0.811,0.57,5.0,-8.093,1.0,0.129,0.253,0.0,0.148,0.814,128.066
314,0.727,0.456,9.0,-7.26,1.0,0.285,0.0705,0.0,0.124,0.548,111.331
315,0.813,0.837,1.0,-6.356,1.0,0.298,0.166,0.0,0.0835,0.744,84.965
316,0.777,0.957,11.0,-3.201,0.0,0.319,0.179,0.0,0.296,0.543,105.756
317,0.795,0.594,0.0,-6.2,1.0,0.0747,0.111,0.0,0.162,0.409,135.002
318,0.687,0.514,9.0,-6.612,0.0,0.0897,0.366,0.0,0.116,0.494,145.921
319,0.839,0.583,1.0,-5.941,1.0,0.268,0.239,0.0,0.262,0.564,87.99
320,0.607,0.451,4.0,-8.206,1.0,0.0286,0.0604,0.0,0.19,0.676,94.054
321,0.293,0.29,2.0,-11.596,1.0,0.0454,0.696,0.875,0.1,0.0373,128.276
322,0.456,0.682,7.0,-6.795,1.0,0.0416,0.847,0.0694,0.337,0.606,133.808
323,0.704,0.517,5.0,-7.999,0.0,0.312,0.314,6.36e-06,0.174,0.443,139.857
324,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.437,134.021
325,0.74,0.78,1.0,-7.624,0.0,0.209,0.171,0.0,0.0794,0.605,114.98
326,0.794,0.757,6.0,-6.644,0.0,0.123,0.0267,0.000306,0.0621,0.615,107.99
327,0.649,0.493,11.0,-7.645,0.0,0.11,0.586,0.000167,0.0667,0.277,104.542
328,0.829,0.435,0.0,-10.136,1.0,0.0515,0.0363,0.878,0.119,0.594,103.816
329,0.956,0.373,6.0,-7.963,1.0,0.0773,0.569,0.394,0.314,0.568,119.994
330,0.565,0.614,11.0,-6.277,1.0,0.397,0.0536,5.99e-05,0.0696,0.529,69.898
331,0.76,0.665,4.0,-7.021,0.0,0.0612,0.105,0.399,0.0945,0.808,92.992
332,0.755,0.756,0.0,-6.409,1.0,0.0556,0.00644,7.93e-05,0.279,0.786,98.003
333,0.552,0.741,11.0,-5.419,0.0,0.0542,0.284,8.2e-05,0.334,0.718,69.709
334,0.506,0.59,1.0,-4.322,1.0,0.076,0.165,1.09e-05,0.096,0.359,141.099
335,0.729,0.613,11.0,-8.242,1.0,0.136,0.747,0.000374,0.121,0.35,134.048
336,0.748,0.441,10.0,-7.653,0.0,0.0622,0.592,0.0,0.176,0.44,124.107
337,0.584,0.684,10.0,-4.314,0.0,0.567,0.312,9.05e-05,0.112,0.72,210.164
338,0.414,0.373,6.0,-10.59,0.0,0.028,0.506,0.0335,0.128,0.19,81.939
339,0.765,0.437,5.0,-8.994,0.0,0.0372,0.732,0.00331,0.167,0.667,117.99
340,0.632,0.637,7.0,-10.011,1.0,0.0348,0.0352,0.158,0.0997,0.614,111.551
341,0.537,0.701,1.0,-8.913,0.0,0.0335,0.0972,0.0,0.0832,0.583,120.919
342,0.661,0.472,7.0,-7.889,1.0,0.164,0.757,0.00275,0.192,0.206,73.986
343,0.303,0.9,2.0,-2.352,0.0,0.0574,0.0277,0.635,0.11,0.491,149.508
344,0.489,0.57,1.0,-10.291,1.0,0.306,0.759,2.1e-06,0.179,0.584,185.516
345,0.584,0.389,11.0,-12.315,1.0,0.154,0.689,0.0,0.319,0.288,79.976
346,0.684,0.862,6.0,-4.855,0.0,0.0952,0.0627,0.000177,0.126,0.275,120.02
347,0.478,0.326,3.0,-10.992,1.0,0.0693,0.468,0.000221,0.323,0.338,137.04
348,0.515,0.479,3.0,-7.458,1.0,0.0261,0.544,0.00598,0.191,0.284,88.964
349,0.862,0.614,5.0,-5.875,0.0,0.0393,0.246,0.00757,0.113,0.323,110.061
350,0.707,0.562,0.0,-7.621,1.0,0.0305,0.124,1.58e-05,0.561,0.418,98.094
351,0.71,0.47,1.0,-9.33,0.0,0.142,0.154,0.0,0.643,0.581,80.027
352,0.809,0.483,5.0,-6.886,1.0,0.0487,0.8,0.0,0.221,0.715,96.974
353,0.409,0.678,9.0,-7.731,1.0,0.0878,0.359,4.76e-06,0.167,0.168,89.968
354,0.619,0.87,0.0,-6.551,0.0,0.0599,0.0442,0.102,0.316,0.35,83.92
355,0.674,0.616,7.0,-3.471,1.0,0.0272,0.512,2.1e-06,0.331,0.551,94.934
356,0.697,0.849,10.0,-4.953,0.0,0.248,0.228,4.52e-05,0.493,0.734,81.956
357,0.736,0.795,1.0,-3.299,0.0,0.0545,0.498,1.21e-06,0.254,0.511,104.066
358,0.625,0.576,11.0,-5.693,0.0,0.175,0.0543,4.07e-05,0.187,0.235,179.063
359,0.64,0.33,0.0,-11.684,1.0,0.038,0.791,0.0,0.0911,0.359,97.968
360,0.593,0.589,11.0,-6.401,1.0,0.0366,0.462,3.88e-06,0.0937,0.306,148.055
361,0.228,0.615,7.0,-5.626,1.0,0.0328,0.0487,0.00293,0.327,0.12,166.035
362,0.754,0.631,7.0,-4.751,0.0,0.307,0.552,0.0,0.5,0.432,94.577
363,0.705,0.729,11.0,-7.01,0.0,0.221,0.0428,5.86e-05,0.224,0.549,165.901
364,0.678,0.191,4.0,-16.059,1.0,0.0391,0.525,0.0883,0.0999,0.111,134.466
365,0.38,0.723,1.0,-9.608,0.0,0.34,0.0774,2.52e-06,0.92,0.804,143.285
366,0.734,0.783,5.0,-6.482,0.0,0.0283,0.172,0.0147,0.106,0.595,107.016
367,0.513,0.796,1.0,-4.075,1.0,0.0629,0.00147,0.000209,0.0938,0.345,171.017
368,0.688,0.65,6.0,-7.406,1.0,0.0833,0.351,0.0,0.106,0.553,99.977
369,0.945,0.702,11.0,-5.016,0.0,0.12,0.591,0.000538,0.0788,0.678,119.887
370,0.604,0.435,4.0,-9.191,0.0,0.135,0.0326,0.0,0.091,0.112,136.827
371,0.776,0.503,0.0,-5.732,0.0,0.237,0.874,0.0,0.112,0.473,110.134
372,0.387,0.315,3.0,-9.477,1.0,0.0301,0.798,0.000381,0.086,0.232,135.388
373,0.482,0.386,11.0,-10.849,1.0,0.0388,0.499,0.0715,0.14,0.0697,116.645
374,0.745,0.807,9.0,-5.79,0.0,0.0719,0.114,4.97e-05,0.0917,0.454,117.96
375,0.466,0.548,5.0,-9.362,0.0,0.118,0.42,1.01e-06,0.113,0.423,89.815
376,0.603,0.574,2.0,-7.168,1.0,0.304,0.0991,0.0,0.307,0.588,169.797
377,0.337,0.462,0.0,-9.955,1.0,0.0294,0.0365,0.0152,0.0782,0.182,199.991
378,0.472,0.448,6.0,-7.272,0.0,0.326,0.113,0.0,0.0914,0.636,166.077
379,0.598,0.252,2.0,-15.086,1.0,0.0644,0.194,0.133,0.0992,0.0352,120.064
380,0.865,0.652,5.0,-9.046,1.0,0.143,0.566,0.000919,0.0833,0.829,90.081
381,0.525,0.558,9.0,-9.132,1.0,0.379,0.259,9.19e-06,0.877,0.383,144.744
382,0.599,0.013,5.0,-32.126,0.0,0.0348,0.988,0.911,0.129,0.359,94.972
383,0.386,0.383,4.0,-11.561,0.0,0.0306,0.194,0.00336,0.151,0.0926,75.039
384,0.861,0.647,7.0,-7.425,1.0,0.0675,0.594,0.661,0.114,0.67,158.037
385,0.611,0.459,0.0,-3.926,0.0,0.0422,0.614,0.0,0.126,0.177,148.28
386,0.811,0.424,4.0,-6.798,0.0,0.0321,0.00457,0.4,0.0802,0.831,99.992
387,0.575,0.714,6.0,-5.247,1.0,0.0596,0.395,0.0,0.115,0.32,144.982
388,0.756,0.609,3.0,-7.927,1.0,0.0544,0.217,0.00474,0.096,0.537,117.023
389,0.529,0.9,1.0,-3.503,1.0,0.418,0.000248,1.21e-05,0.0426,0.434,180.291
390,0.373,0.449,10.0,-11.646,1.0,0.144,0.892,1.26e-05,0.175,0.327,137.866
391,0.779,0.495,8.0,-7.621,1.0,0.0381,0.731,0.000332,0.132,0.546,128.992
392,0.819,0.458,4.0,-10.223,0.0,0.167,0.582,0.173,0.128,0.232,122.981
393,0.555,0.434,9.0,-13.79,0.0,0.333,0.528,0.0,0.102,0.125,100.516
394,0.703,0.757,1.0,-3.612,1.0,0.05,0.617,0.0,0.106,0.696,82.008
395,0.732,0.75,11.0,-6.366,0.0,0.231,0.00264,0.0,0.109,0.401,155.096
396,0.854,0.569,5.0,-8.151,0.0,0.106,0.0609,0.0816,0.1,0.294,80.015
397,0.593,0.37,11.0,-11.674,0.0,0.397,0.832,0.0,0.108,0.312,135.391
398,0.687,0.672,0.0,-5.975,0.0,0.0573,0.198,0.0,0.175,0.792,80.035
399,0.718,0.628,10.0,-6.007,0.0,0.223,0.543,0.0,0.116,0.722,92.107
400,0.545,0.423,7.0,-11.062,1.0,0.394,0.00217,2.6e-06,0.218,0.33,150.725
401,0.334,0.485,5.0,-8.838,1.0,0.076,0.666,0.00418,0.14,0.436,169.434
402,0.664,0.522,8.0,-9.677,1.0,0.11,0.729,0.000126,0.0935,0.289,134.047
403,0.646,0.681,7.0,-5.847,1.0,0.0764,0.683,4.84e-06,0.107,0.421,131.896
404,0.502,0.49,10.0,-10.516,1.0,0.0502,0.353,0.00806,0.23,0.302,79.383
405,0.36,0.532,11.0,-5.993,1.0,0.143,0.587,0.0777,0.185,0.43,198.958
406,0.547,0.606,10.0,-6.944,0.0,0.171,0.153,0.0328,0.764,0.482,84.671
407,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469
408,0.379,0.375,9.0,-12.965,1.0,0.0322,0.873,0.0452,0.187,0.37,169.156
409,0.826,0.365,1.0,-7.024,1.0,0.0412,0.849,3.8e-06,0.186,0.802,85.244
410,0.592,0.894,2.0,-6.077,0.0,0.0626,0.273,0.0177,0.694,0.385,101.245
411,0.55,0.715,5.0,-6.346,1.0,0.365,0.105,0.0,0.295,0.579,176.21
412,0.707,0.238,3.0,-8.818,1.0,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156
413,0.521,0.2,8.0,-15.759,1.0,0.0407,0.762,0.433,0.138,0.348,117.811
414,0.474,0.408,7.0,-19.157,1.0,0.0353,0.56,0.645,0.413,0.791,137.346
415,0.57,0.725,5.0,-6.765,0.0,0.273,0.21,0.0,0.225,0.683,111.625
416,0.733,0.478,1.0,-8.922,1.0,0.368,0.186,0.0,0.099,0.475,161.87
417,0.846,0.384,6.0,-5.943,0.0,0.132,0.174,0.0,0.0895,0.42,141.983
418,0.776,0.388,0.0,-9.143,1.0,0.282,0.147,0.0,0.394,0.294,75.01
419,0.808,0.647,11.0,-6.947,0.0,0.166,0.0716,0.000466,0.205,0.29,110.036
420,0.471,0.496,7.0,-9.983,1.0,0.199,0.399,0.00083,0.378,0.569,160.093
421,0.611,0.635,2.0,-7.016,1.0,0.31,0.367,0.00568,0.068,0.739,82.087
422,0.632,0.625,2.0,-5.781,1.0,0.291,0.0644,0.0,0.689,0.535,139.981
423,0.672,0.452,0.0,-7.947,1.0,0.0738,0.194,0.0,0.251,0.514,82.012
424,0.659,0.493,4.0,-9.161,1.0,0.0357,0.147,3.46e-06,0.114,0.497,92.989
425,0.775,0.308,6.0,-12.652,1.0,0.0905,0.215,1.43e-05,0.104,0.633,75.954
426,0.502,0.392,1.0,-18.529,0.0,0.0471,0.637,0.443,0.221,0.691,148.594
427,0.614,0.644,11.0,-5.672,0.0,0.373,0.184,0.0,0.489,0.649,84.788
428,0.748,0.715,2.0,-5.137,1.0,0.0451,0.249,0.0369,0.164,0.226,130.087
429,0.819,0.4,9.0,-8.302,0.0,0.334,0.0724,0.0,0.0729,0.55,130.048
430,0.453,0.538,1.0,-8.212,1.0,0.0638,0.449,0.0,0.19,0.516,122.973
431,0.869,0.747,9.0,-7.143,1.0,0.151,0.512,0.0,0.124,0.784,124.932
432,0.643,0.573,4.0,-7.034,1.0,0.0709,0.41,0.00017,0.0695,0.47,165.192
433,0.69,0.387,11.0,-9.116,0.0,0.0627,0.416,0.239,0.252,0.471,83.981
434,0.467,0.399,5.0,-11.709,1.0,0.123,0.367,4.24e-05,0.245,0.279,110.484
435,0.812,0.6,6.0,-8.068,0.0,0.425,0.0237,0.0,0.0635,0.918,159.991
436,0.481,0.62,7.0,-9.423,1.0,0.499,0.697,1.26e-06,0.558,0.577,74.032
437,0.581,0.605,5.0,-6.646,0.0,0.308,0.0204,0.0,0.139,0.161,160.19
438,0.337,0.72,6.0,-7.347,1.0,0.313,0.0973,0.0,0.18,0.223,72.063
439,0.722,0.702,7.0,-6.688,1.0,0.347,0.0127,0.0051,0.384,0.424,150.056
440,0.423,0.294,5.0,-13.673,0.0,0.0593,0.882,5.43e-06,0.0981,0.401,129.146
441,0.739,0.419,3.0,-8.241,0.0,0.0854,0.219,0.0,0.196,0.58,60.493
442,0.594,0.404,9.0,-17.924,1.0,0.0333,0.555,0.858,0.707,0.751,114.425
443,0.586,0.724,0.0,-6.102,1.0,0.265,0.567,7.98e-06,0.105,0.504,85.08
444,0.324,0.498,9.0,-16.908,1.0,0.0531,0.765,0.709,0.186,0.607,163.94
445,0.516,0.638,7.0,-6.673,0.0,0.0796,0.614,0.0,0.099,0.642,180.216
446,0.658,0.475,7.0,-11.703,1.0,0.0292,0.521,0.0067,0.176,0.685,153.851
447,0.574,0.795,5.0,-3.919,1.0,0.318,0.0257,0.0,0.132,0.723,80.975
448,0.536,0.915,2.0,-4.993,1.0,0.0581,0.154,0.000788,0.372,0.472,115.037
449,0.661,0.869,5.0,-5.477,1.0,0.0334,0.078,0.924,0.398,0.8,126.971
450,0.763,0.663,2.0,-6.285,1.0,0.103,0.0665,0.534,0.412,0.347,114.994
451,0.409,0.792,10.0,-5.68,1.0,0.0415,0.0881,0.000576,0.103,0.195,95.072
452,0.469,0.537,9.0,-10.421,1.0,0.152,0.0241,0.00201,0.269,0.783,124.193
453,0.807,0.287,1.0,-9.852,0.0,0.0386,0.6,0.0,0.105,0.466,89.975
454,0.493,0.473,2.0,-17.13,1.0,0.0782,0.286,0.235,0.922,0.684,120.877
455,0.755,0.553,6.0,-9.449,0.0,0.107,0.0492,0.00607,0.0646,0.836,119.7
456,0.622,0.446,9.0,-9.647,0.0,0.22,0.318,0.0135,0.0904,0.168,68.85
457,0.794,0.44,0.0,-7.861,0.0,0.131,0.0806,0.0,0.198,0.276,138.024
458,0.636,0.505,1.0,-8.397,1.0,0.385,0.166,0.0,0.15,0.342,76.099
459,0.776,0.72,0.0,-5.794,1.0,0.0539,0.106,3.21e-06,0.134,0.799,83.988
460,0.43,0.542,0.0,-8.094,0.0,0.129,0.374,0.225,0.117,0.345,167.509
461,0.732,0.464,7.0,-8.591,0.0,0.301,0.309,0.0,0.107,0.353,82.494
462,0.868,0.521,1.0,-7.837,0.0,0.426,0.378,0.0,0.374,0.407,117.146
463,0.611,0.714,9.0,-4.696,0.0,0.856,0.184,0.0,0.145,0.628,196.043
464,0.674,0.814,2.0,-5.861,1.0,0.0692,0.0236,0.0,0.401,0.183,138.017
465,0.792,0.839,0.0,-2.887,1.0,0.0429,0.0862,0.0,0.194,0.354,116.985
466,0.603,0.602,6.0,-7.083,1.0,0.23,0.049,0.0,0.279,0.595,119.703
467,0.829,0.521,10.0,-5.583,1.0,0.138,0.858,0.0,0.13,0.367,106.016
468,0.881,0.357,9.0,-9.657,1.0,0.0765,0.507,0.0,0.114,0.55,109.973
469,0.686,0.469,1.0,-9.065,1.0,0.291,0.612,0.0,0.121,0.156,72.998
470,0.66,0.447,1.0,-9.026,0.0,0.0482,0.81,2.15e-06,0.11,0.578,84.95
471,0.657,0.711,0.0,-5.355,1.0,0.374,0.0135,0.0,0.221,0.368,86.957
472,0.351,0.622,8.0,-6.495,0.0,0.235,0.256,3.44e-05,0.613,0.457,83.375
473,0.595,0.657,1.0,-6.498,0.0,0.183,0.462,0.000597,0.437,0.718,156.093
474,0.654,0.325,2.0,-11.925,1.0,0.282,0.74,2.14e-05,0.152,0.39,139.886
475,0.605,0.887,8.0,-3.108,0.0,0.385,0.171,0.0,0.151,0.542,158.274
476,0.796,0.586,4.0,-6.946,0.0,0.147,0.0247,0.0,0.132,0.179,97.981
477,0.658,0.785,0.0,-8.513,1.0,0.036,0.181,0.00223,0.724,0.345,125.015
478,0.744,0.804,1.0,-6.327,1.0,0.0677,0.0231,0.0,0.0494,0.426,104.823
479,0.691,0.553,1.0,-7.107,1.0,0.0341,0.377,0.00409,0.108,0.158,102.045
480,0.389,0.507,11.0,-9.026,1.0,0.0621,0.259,0.0441,0.142,0.364,74.718
481,0.213,0.833,9.0,-10.946,1.0,0.065,0.00432,0.0289,0.266,0.672,155.719
482,0.53,0.593,11.0,-8.198,0.0,0.144,0.0558,8.33e-06,0.0962,0.363,85.031
483,0.843,0.676,2.0,-4.467,1.0,0.0469,0.223,4.78e-06,0.0949,0.666,122.002
484,0.78,0.495,5.0,-7.454,0.0,0.0466,0.44,0.00122,0.165,0.529,100.043
485,0.714,0.62,11.0,-5.045,1.0,0.296,0.223,0.0,0.109,0.73,80.109
486,0.865,0.248,8.0,-9.537,1.0,0.0677,0.101,4.24e-05,0.168,0.831,116.578
487,0.734,0.776,2.0,-4.193,1.0,0.0826,0.0406,0.193,0.0547,0.843,78.542
488,0.736,0.68,2.0,-8.892,1.0,0.0903,0.0131,0.0371,0.209,0.21,114.968
489,0.692,0.713,10.0,-4.489,0.0,0.351,0.343,0.0,0.102,0.615,137.36
490,0.817,0.585,5.0,-4.688,1.0,0.0301,0.439,0.0,0.147,0.916,105.014
491,0.771,0.522,11.0,-12.193,1.0,0.0368,0.571,0.0,0.145,0.94,128.641
492,0.498,0.246,9.0,-13.41,1.0,0.0342,0.727,0.000374,0.0781,0.152,151.255
493,0.74,0.322,0.0,-9.26,1.0,0.0399,0.551,0.000763,0.17,0.629,102.889
494,0.482,0.569,0.0,-5.897,1.0,0.0328,0.617,0.0,0.155,0.609,70.843
495,0.553,0.291,4.0,-10.426,0.0,0.0301,0.878,0.0,0.129,0.407,96.217
496,0.673,0.871,1.0,-5.781,0.0,0.415,0.433,0.0,0.477,0.232,89.186
497,0.551,0.851,1.0,-3.277,1.0,0.197,0.0748,0.0,0.0784,0.1,171.411
498,0.722,0.567,7.0,-8.227,0.0,0.0294,0.198,0.0,0.0743,0.634,91.911
499,0.722,0.329,0.0,-11.617,0.0,0.108,0.088,0.0,0.081,0.166,99.991
500,0.733,0.664,8.0,-6.163,1.0,0.295,0.102,0.0,0.191,0.557,148.005
501,0.691,0.542,1.0,-8.161,1.0,0.145,0.0112,0.0,0.098,0.587,80.052
502,0.508,0.52,8.0,-9.621,1.0,0.164,0.378,7.56e-06,0.116,0.731,143.198
503,0.569,0.14,6.0,-13.219,1.0,0.0597,0.838,0.0,0.177,0.323,120.788
504,0.287,0.485,7.0,-13.155,0.0,0.0498,0.577,0.898,0.322,0.127,135.86
505,0.266,0.294,7.0,-11.938,0.0,0.0291,0.771,0.697,0.107,0.0397,137.941
506,0.472,0.366,11.0,-12.595,0.0,0.0286,0.15,0.308,0.0837,0.171,127.167
507,0.421,0.539,11.0,-5.456,0.0,0.274,0.779,0.0,0.111,0.523,89.177
508,0.608,0.768,0.0,-5.227,1.0,0.0475,0.0913,0.0,0.0629,0.809,88.059
509,0.739,0.756,4.0,-4.828,1.0,0.0394,0.0136,0.0,0.37,0.523,110.028
510,0.651,0.663,0.0,-5.569,0.0,0.0281,0.228,0.0,0.0994,0.465,102.0
511,0.705,0.326,5.0,-12.022,0.0,0.0581,0.416,2.88e-06,0.219,0.477,89.965
512,0.547,0.695,9.0,-4.969,1.0,0.0337,0.108,0.00301,0.14,0.641,144.684
513,0.444,0.287,5.0,-10.631,0.0,0.0375,0.849,2.82e-06,0.161,0.246,124.027
514,0.64,0.521,1.0,-11.137,1.0,0.27,0.565,0.0,0.628,0.414,99.998
515,0.528,0.523,7.0,-4.82,1.0,0.0523,0.833,1.53e-06,0.103,0.692,93.06
516,0.617,0.172,8.0,-13.862,0.0,0.0583,0.145,0.0,0.0544,0.605,144.759
517,0.903,0.445,7.0,-9.402,1.0,0.35,0.29,5.61e-05,0.0929,0.668,97.953
518,0.89,0.514,9.0,-8.146,1.0,0.396,0.105,0.0,0.122,0.352,131.947
519,0.8,0.564,7.0,-7.197,0.0,0.296,0.226,0.000127,0.0954,0.677,97.084
520,0.693,0.371,6.0,-8.79,0.0,0.244,0.35,9.97e-05,0.183,0.554,91.941
521,0.392,0.473,8.0,-11.377,0.0,0.118,0.824,1.56e-05,0.117,0.284,111.317
522,0.719,0.676,5.0,-5.933,0.0,0.301,0.125,0.0,0.3,0.811,75.993
523,0.82,0.413,8.0,-8.164,1.0,0.0658,0.654,8.38e-05,0.144,0.575,115.544
524,0.777,0.41,0.0,-6.533,1.0,0.0612,0.687,8.27e-05,0.517,0.552,127.963
525,0.759,0.374,1.0,-7.851,1.0,0.107,0.432,0.000108,0.0714,0.562,141.917
526,0.825,0.548,6.0,-6.899,1.0,0.0809,0.441,0.000842,0.179,0.792,98.976
527,0.431,0.47,4.0,-17.21,1.0,0.162,0.842,0.657,0.936,0.722,153.816
528,0.681,0.586,7.0,-8.324,0.0,0.058,0.169,0.0,0.0924,0.604,94.539
529,0.716,0.823,5.0,-5.313,0.0,0.0495,0.132,0.0,0.361,0.91,151.957
530,0.885,0.762,8.0,-5.513,0.0,0.216,0.219,0.0,0.162,0.605,138.058
531,0.746,0.787,4.0,-6.373,1.0,0.12,0.212,0.0,0.0669,0.607,95.005
532,0.656,0.438,7.0,-8.631,1.0,0.0282,0.797,0.0522,0.142,0.305,119.996
533,0.681,0.333,9.0,-8.582,1.0,0.0974,0.588,0.0,0.086,0.564,118.05
534,0.653,0.668,0.0,-8.183,1.0,0.0881,0.00116,0.00269,0.0731,0.711,160.048
535,0.879,0.564,10.0,-7.682,0.0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908
536,0.662,0.507,5.0,-8.238,1.0,0.118,0.257,0.0,0.0465,0.676,86.412
537,0.505,0.397,5.0,-9.349,1.0,0.324,0.716,0.0,0.0853,0.558,95.063
538,0.657,0.734,8.0,-4.832,0.0,0.484,0.149,0.0,0.139,0.434,91.03
539,0.77,0.693,0.0,-5.632,1.0,0.251,0.112,1.26e-05,0.0993,0.627,92.202
540,0.623,0.487,1.0,-7.954,1.0,0.113,0.0322,0.0,0.146,0.507,138.893
541,0.673,0.683,1.0,-5.693,1.0,0.115,0.522,0.0,0.235,0.713,171.86
542,0.802,0.785,9.0,-4.781,1.0,0.207,0.14,0.0,0.123,0.435,99.998
543,0.795,0.523,1.0,-7.165,1.0,0.0423,0.061,0.0,0.0914,0.855,133.024
544,0.803,0.454,8.0,-4.802,0.0,0.0294,0.352,0.0,0.0655,0.739,99.99
545,0.763,0.629,7.0,-8.66,0.0,0.225,0.0891,0.0,0.169,0.709,142.149
546,0.657,0.734,8.0,-4.832,0.0,0.484,0.149,0.0,0.139,0.434,91.03
547,0.576,0.807,6.0,-3.908,0.0,0.317,0.353,0.000363,0.0512,0.908,90.012
548,0.427,0.861,1.0,-4.874,1.0,0.376,0.219,0.0,0.277,0.581,161.776
549,0.536,0.612,4.0,-5.847,1.0,0.272,0.119,0.0,0.209,0.57,86.768
550,0.543,0.298,0.0,-9.167,1.0,0.0683,0.597,1.49e-06,0.0804,0.254,125.523
551,0.638,0.708,1.0,-5.342,0.0,0.0754,0.0973,0.0,0.177,0.606,84.978
552,0.662,0.297,8.0,-14.525,1.0,0.0301,0.888,0.108,0.119,0.434,94.023
553,0.64,0.548,7.0,-6.965,1.0,0.147,0.543,3.1e-06,0.303,0.181,148.077
554,0.973,0.502,10.0,-6.133,0.0,0.282,0.0206,0.000352,0.132,0.606,110.054
555,0.764,0.692,6.0,-7.769,0.0,0.0828,0.148,4.12e-05,0.129,0.433,119.918
556,0.76,0.524,1.0,-7.67,0.0,0.0323,0.0542,0.5,0.112,0.112,119.603
557,0.79,0.647,10.0,-5.983,0.0,0.136,0.0515,0.0,0.248,0.654,87.999
558,0.767,0.561,2.0,-7.418,0.0,0.0509,0.118,0.0,0.0737,0.542,90.021
559,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009
560,0.74,0.613,8.0,-4.88,1.0,0.145,0.258,0.00372,0.123,0.473,75.023
561,0.669,0.419,1.0,-6.724,0.0,0.522,0.376,0.0,0.187,0.0397,109.813
562,0.573,0.545,7.0,-4.247,0.0,0.0288,0.0969,0.0,0.329,0.297,83.378
563,0.643,0.646,10.0,-2.442,0.0,0.0629,0.0393,0.0,0.109,0.35,80.174
564,0.556,0.432,3.0,-8.551,1.0,0.545,0.495,0.0,0.308,0.352,164.235
565,0.683,0.776,1.0,-3.251,0.0,0.341,0.15,0.0,0.227,0.223,173.996
566,0.925,0.31,11.0,-6.531,0.0,0.291,0.123,0.0,0.0931,0.291,121.927
